TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM)
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",-1.28,-90.41,SAE,s_FLO3-20 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,0.83,,,,,,,,1114,,,,,39.82,,291,733,1378,,54.45,304,84.54,66.72,13.38,,,,,29.56,444,18.3,68.17,22.24,,,,,,,,0.61,,,,0.24,415,16.34,28.31,3.17,12.57,2.72,0.97,3.16,0.52,3.33,0.71,1.99,0.3,1.81,0.28,1.69,1.2,,,,,,,,,2.63,,1.51,0.33
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",-1.28,-90.41,SAE,s_FLO3-106 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,0.61,,,,,,,,991,,,,,39.62,,260,1107,1349,,63.56,410,95.07,64.28,12.09,,,,,20.82,334,18.26,59.32,20.27,,,,,,,,0.56,,,,0.14,331,15.17,25.68,2.89,11.24,2.42,0.89,3.05,0.49,3.09,0.66,1.86,0.28,1.71,0.27,1.53,1.11,,,,,,,,,1.87,,1.44,0.31
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_07DSG61 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_07DSG33 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_07DSG72 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_08DSG42 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_08DSG16 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_08DSG04 [20400],BASALT [20400],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.204202,-90.78183333,SAE,s_07DSG39 [20505],BASALT [20505],VOL,46.44542,2.44059,15.3435,,,12.06,10.90993,8.03315,0.19576,0.28844,2.91324,0.29542,,,,,,,,,,,,,,,38.886,,319,206,,,51.286,99,82.456,107.895,21.173,,,,,4.519,279.17,37.405,164.226,9.891,,,,,,,,1.717,0.021,,,0.024,47.379,9.386,24.219,3.605,18.177,5.181,1.734,6.029,1.048,6.307,1.306,3.541,0.524,3.216,0.478,3.823,0.654,,,,,,,,,1.063,,0.652,0.217
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.20545,-90.78398333,SAE,s_07DSG46b [20505],BASALT [20505],VOL,46.79225,2.5314,15.87446,,,12.28,10.75048,7.01229,0.19943,0.27736,2.68391,0.32544,,,,,,,,,,,,,,,31.1,,266.92,195,,,44.73,100,67.79,103.16,19.47,,,,,3.76,315.52,33.33,154.35,8.98,,,,,,,,1.51,,,,0.05,49.01,9.467977543,24.0722026,3.645391913,18.11823779,4.894749302,1.82973101,6.257627558,1.029802804,6.217171143,1.272589332,3.540341828,0.513297332,3.228270843,0.473454822,3.64,0.63,,,,,,,,,0.84,,0.71,0.24
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.220533333,-90.7668,SAE,s_07DSG60 [20505],BASALT [20505],VOL,47.06973,2.3517,15.33557,,,11.57,10.32263,9.61919,0.17619,0.3736,2.62434,0.27016,,,,,,,,,,,,,,,30.785,,302.553,,,,57.587,,62.953,119.235,20.841,,,,,5.856,327.607,27.6,156.392,14.983,1.035,,,,,,,1.679,0.028,,,0.063,66.698,11.492,27.607,3.868,18.37,4.776,1.64,5.422,0.838,4.987,0.977,2.586,0.366,2.212,0.319,3.716,0.931,,,,,,,,,0.87,,0.924,0.289
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.275,-90.725,SAE,s_07DSG79B [20505],BASALT [20505],VOL,46.67426675,1.40877,16.599342,,,9.82,12.30558,9.02378,0.17082,0.07231,2.34484,0.09612,,,,,,,,,,,,,,,42.743,,284.709,256,,,51.253,138,93.684,78.14,16.985,,,,,0.88,213.874,27.095,84.963,2.509,0.278,,,,,,,1.069,0.017,,,0.016,11.458,3.115,8.925,1.596,8.621,2.804,1.081,3.789,0.654,4.239,0.903,2.537,0.385,2.395,0.354,2.081,0.175,,,,,,,,,0.433,,0.152,0.049
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-90.725,SAE,s_07DSG80 [20505],BASALT [20505],VOL,46.90889997,2.49503,16.06953127,,,11.94,10.11123,8.28111,0.17429,0.49111,2.86617,0.31112,,,,,,,,,,,,,,,29.006,,288.618,154,,,52.766,134,63.741,119.02,22.005,,,,,8.196,336.965,31.223,177.379,16.863,1.354,,,,,,,2.215,0.042,,,0.083,69.623,12.678,29.175,4.217,19.896,5.17,1.764,5.855,0.909,5.361,1.055,2.813,0.4,2.427,0.347,4.066,1.027,,,,,,,,,0.945,,1.071,0.344
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.21545,-90.83593333,SAE,s_07DSG61 [20505],BASALT [20505],VOL,46.81243,1.93112,14.363,,,11.16,10.54872,10.73278,0.17267,0.24259,2.40097,0.19067,,,,,,,,,,,,,,,36.302,,125.347,655.2,,,63.038,261,106.97,100.471,19.913,,,,,4.497,251.3840294,28.258,133.64,8.437,,,,,,,,1.95,0.034,,,0.042,44.316,7.984,20.257,3.045,15.553,4.552,1.52,5.2,0.859,5.001,0.994,2.594,0.363,2.204,0.322,3.31,0.547,,,,,,,,,1.037,,0.572,0.197
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.20985,-90.83265,SAE,s_07DSG67 [20505],BASALT [20505],VOL,46.998354,1.90512,16.72547977,,,10.97,10.69187,8.67221,0.17046,0.30396,2.87804,0.23975,,,,,,,,,,,,,,,43.314,,261.55,267,,,51.106,153,102.728,75.854,17.409,,,,,2.749,247.993,24.951,100.518,5.138,0.556,,,,,,,1.347,0.021,,,0.03,31.724,5.852,13.563,2.108,10.196,2.87,1.073,3.637,0.625,3.933,0.838,2.351,0.354,2.238,0.332,2.337,0.327,,,,,,,,,0.608,,0.454,0.17
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.2163,-90.6151,SAE,s_07DSG70 [20505],BASALT [20505],VOL,45.97016,2.35442,15.83469,,,11.73,10.34856,8.63093,0.17655,0.36662,2.81587,0.26564,,,,,,,,,,,,,,,30.805,,303.895,203,,,53.251,131.5,68.124,114.177,21.474,,,,,5.206,337.638,30.043,160.361,15.643,1.152,,,,,,,1.706,0.047,,,0.056,66.249,12.182,28.31,4.103,19.076,5.135,1.726,5.626,0.88,5.155,1.033,2.707,0.391,2.341,0.336,3.827,0.959,,,,,,,,,0.896,,0.963,0.306
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.217016667,-90.6134,SAE,s_07DSG71 [20505],BASALT [20505],VOL,45.90617165,1.39436,16.76719626,,,10.02,12.61037,9.11898,0.16743,0.06271,2.29371,0.0998,,,,,,,,,,,,,,,46.31,,287.747,222,,,51.406,154,113.822,72.03,16.723,,,,,0.518,236.635,23.561,76.004,2.515,0.279,,,,,,,0.919,0.005,,,0.007,12.399,2.859,8.6,1.511,8.137,2.629,1.024,3.512,0.596,3.801,0.805,2.249,0.338,2.108,0.31,1.903,0.165,,,,,,,,,0.392,,0.111,0.037
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.225533333,-90.60706667,SAE,s_07DSG72 [20505],BASALT [20505],VOL,46.96851471,1.4235,16.58843388,,,10.51,11.64673,9.82914,0.1758,0.11532,2.31343,0.12327,,,,,,,,,,,,,,,41.297,,293.842,343,,,55.115,191,126.916,82.497,17.724,,,,,1.389,237.976,24.327,86.704,3.777,0.373,,,,,,,0.918,0.009,,,0.016,17.192,3.969,10.9,1.821,9.464,2.874,1.101,3.702,0.632,4,0.847,2.328,0.352,2.17,0.317,2.148,0.241,,,,,,,,,0.453,,0.199,0.065
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.225533333,-90.60706667,SAE,s_07DSG73 [20505],BASALT [20505],VOL,46.8334,1.41889,17.1231,,,10.08,12.37228,9.20118,0.17166,0.06943,2.32742,0.11846,,,,,,,,,,,,,,,45.757,,299.517,234,,,53.637,156,114.314,78.373,17.384,,,,,0.814,235.255,24.477,80.191,2.729,0.31,,,,,,,0.939,0.008,,,0.009,12.701,2.939,8.975,1.559,8.256,2.695,1.046,3.574,0.614,3.916,0.83,2.31,0.352,2.178,0.318,1.992,0.176,,,,,,,,,0.461,,0.134,0.039
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.2855,-90.5563,SAE,s_PJT02 [20505],BASALT [20505],VOL,46.2338,1.29235,16.8876,,,9.82,12.29106,9.26909,0.16965,0.10301,2.39706,0.16622,,,,,,,,,,,,,,,30.3515547,,208.3786791,212.2957391,,,45.06063502,163.7,93.61952295,62.13932922,15.58550153,,,,,1.467055631,309.3837052,21.08564035,77.58165455,2.909428818,,,,,,,,1.102990065,,,,2.44E-02,18.18214827,3.748282945,10.77652588,1.718211325,8.711925416,2.582793148,1.043550905,3.455688475,0.592130806,3.823643779,0.800542011,2.312004009,0.338131239,2.143307195,0.313310073,1.902744091,0.20376465,,,,,,,,,0.49,,0.227768612,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.33145373,-90.56909728,SAE,s_08DSG02 [20505],BASALT [20505],VOL,47.73244,1.22946,16.88919,,,9.72,12.20129,9.17942,0.16833,0.07853,2.36774,0.09126,,0.583,,,,,,,,,,,,,32.981,,268.663,279,,,51.415,147,100.968,76.608,18.575,,,,,1.028,206.544,25.655,74.252,2.833,,,,,,,,0.617,0.019,,,0.012,16.6,3.416,10.104,1.61,8.701,2.711,1.082,3.609,0.629,4.051,0.876,2.514,0.369,2.401,0.359,1.865,0.186,,,,,,,,,0.404,,0.149,0.051
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.33195614,-90.57202441,SAE,s_08DSG04 [20505],BASALT [20505],VOL,46.25341,1.92758,15.96675,,,11.91,10.15261,10.08977,0.18909,0.17138,2.8092,0.18306,,1.053,,,,,,,,,,,,,,,260.149,349,,,56.991,215,81.922,97.052,20.035,,,,,2.036,271.06,30.906,130.325,5.926,,,,,,,,,26.513,,,0.022,31.953,6.546,18.693,2.906,14.772,4.168,1.553,5.033,0.833,5.128,1.081,3.003,0.436,2.804,0.417,2.931,0.38,,,,,,,,,0.754,,0.284,0.092
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.33563814,-90.5924159,SAE,s_08DSG06 [20505],BASALT [20505],VOL,46.81063,1.58637,16.72358,,,10.14,11.30448,8.89046,0.17174,0.15662,2.54642,0.15017,,0.613047505,,,,,,,,,,,,,36.26819449,,270.7387351,245,,,56.9449419,139,101.9661918,85.12237999,19.73307958,,,,,2.162734005,304.3828401,28.06797716,121.0638767,5.533240561,,,,,,,,1.242844762,,,,2.88E-02,27.85373107,5.918709278,16.5220953,2.525925016,12.52427401,3.780073545,1.461100752,4.60635951,0.766865434,4.844852048,0.999655485,2.835033394,0.40805582,2.531774218,0.370577675,2.83155907,0.351931874,,,,,,,,,0.586804575,,0.350425472,0.11586965
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.32958331,-90.57699999,SAE,s_08DSG11 [20505],BASALT [20505],VOL,47.34034,1.84379,16.74788,,,11.06,11.50674,8.13134,0.18673,0.18224,2.78219,0.18366,,1.08,,,,,,,,,,,,,32.809,,284.775,210,,,50.658,102,90.426,91.06,20.159,,,,,2.486,283.477,31.953,134.175,6.362,,,,,,,,,,,,0.028,38.548,7.661,20.908,3.196,16.008,4.558,1.664,5.426,0.885,5.429,1.129,3.166,0.451,2.9,0.429,3.045,0.398,,,,,,,,,0.732,,0.323,0.107
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.32946663,-90.5770833,SAE,s_08DSG12 [20505],BASALT [20505],VOL,47.31757,1.77452,16.94169,,,11.08,11.23679,8.47708,0.18246,0.16618,2.79153,0.17438,,0.994,,,,,,,,,,,,,30.239,,269.105,185,,,51.271,113,83.819,86.742,19.822,,,,,2.234,280.547,30.533,125.658,5.837,,,,,,,,,,,,0.026,34.719,6.935,19.095,2.911,14.685,4.173,1.56,5.087,0.824,5.086,1.06,2.975,0.43,2.736,0.405,2.783,0.357,,,,,,,,,0.625,,0.277,0.091
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.3484415,-90.67466584,SAE,s_08DSG14 [20505],BASALT [20505],VOL,46.71677,1.96977,16.96089,,,11.48,10.53204,8.36179,0.18222,0.26216,3.07071,0.24186,,1.305,,,,,,,,,,,,,26.851,,240.372,146,,,49.965,115,69.766,87.434,19.517,,,,,3.905,343.413,31.743,156.205,8.974,,,,,,,,,,,,0.042,53.619,10.116,26.614,3.896,18.833,4.953,1.799,5.673,0.904,5.478,1.124,3.114,0.445,2.832,0.422,3.411,0.542,,,,,,,,,0.856,,0.452,0.14
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.34621929,-90.67497237,SAE,s_08DSG15 [20505],BASALT [20505],VOL,47.28744,1.46118,16.69023,,,10.24,11.83259,9.08556,0.17513,0.10841,2.48151,0.13781,,0.417559952,,,,,,,,,,,,,37.77243993,,276.8611587,,,,56.31737535,,124.5981004,82.84015366,19.14784769,,,,,1.293440522,270.9176899,27.02154163,103.2952042,4.481791557,,,,,,,,1.086936827,,,,1.77E-02,24.2410299,4.784695384,13.8229724,2.102357692,11.01763878,3.427919832,1.366808969,4.444138971,0.737007334,4.709640648,0.985547879,2.756658025,0.407621011,2.497670231,0.370051445,2.472512948,0.297453476,,,,,,,,,0.562079567,,0.245934157,8.81E-02
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.34406581,-90.67407047,SAE,s_08DSG16 [20505],BASALT [20505],VOL,46.6203634,1.759171493,15.86787067,,,11.25,10.49392997,9.194956588,0.193080684,0.367050426,3.071393885,0.328735167,,1.151393104,,,,,,,,,,,,,33.19273524,,256.5862288,363,,,55.61712458,179,93.46666258,104.0926563,20.90287026,,,,,6.010337782,309.8229154,40.44943352,253.1389677,15.94733607,,,,,,,,2.201240533,,,,0.091105365,74.06565501,14.86775307,37.67511809,5.05420771,23.5862635,6.292986106,2.14146759,6.960190707,1.134577255,7.012448851,1.414689601,4.041094425,0.589959249,3.758442939,0.557105158,5.096303719,0.950838856,,,,,,,,,1.422263213,,1.048123398,0.374366748
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.34046,-90.65617369,SAE,s_08DSG19 [20505],BASALT [20505],VOL,47.02705,1.51411,16.95708,,,10.13,11.89895,9.344,0.16477,0.12586,2.41649,0.13094,,0.843,,,,,,,,,,,,,33.116,,283.871,305,,,52.952,160,98.985,82.74,19.367,,,,,1.628,262.173,25.731,91.612,5.019,,,,,,,,,,,,0.024,30.503,5.414,14.538,2.226,11.36,3.309,1.277,4.146,0.684,4.226,0.89,2.51,0.366,2.33,0.348,2.161,0.321,,,,,,,,,0.484,,0.255,0.081
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.34113407,-90.65337136,SAE,s_08DSG20 [20505],BASALT [20505],VOL,47.35196,1.83247,16.25428,,,11.32,11.55112,8.10047,0.19121,0.15835,2.6378,0.22177,,1.193,,,,,,,,,,,,,46.137,,335.748,222,,,53.681,116,108.651,101.45,21.541,,,,,1.877,223.01,37.615,137.117,8.732,,,,,,,,,,,,0.023,42.06,8.335,21.609,3.283,16.206,4.489,1.586,5.704,0.941,6.002,1.275,3.625,0.533,3.399,0.515,3.115,0.531,,,,,,,,,0.623,,0.401,0.142
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.30674773,-90.83021175,SAE,s_08DSG21 [20505],BASALT [20505],VOL,47.63173,2.49252,15.33683,,,11.74,10.10884,8.86959,0.17452,0.46355,2.82795,0.29329,,1.641,,,,,,,,,,,,,31.474,,299.124,317,,,54.405,141,63.672,118.58,23.327,,,,,8.708,339.817,33.095,180.559,17.233,,,,,,,,,,,,0.075,91.158,14.975,35.721,4.976,23.638,6.077,2.094,6.669,1.02,5.913,1.163,3.063,0.422,2.576,0.375,4.224,1.061,,,,,,,,,0.909,,1.023,0.326
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.311667,-90.83009692,SAE,s_08DSG22 [20505],BASALT [20505],VOL,47.43107,2.4742,15.62862,,,11.76,10.19968,8.6473,0.17445,0.42055,2.76225,0.29153,,1.663,,,,,,,,,,,,,33.652,,301.091,311,,,54.436,144.5,62.382,115.996,23.815,,,,,7.298,348.504,33.218,176.238,17.119,,,,,,,,,,,,0.078,88.098,14.444,34.717,4.829,23.202,5.93,2.047,6.539,1.003,5.83,1.151,3.024,0.42,2.565,0.372,4.219,1.048,,,,,,,,,0.912,,1.027,0.327
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.3221333,-90.81829998,SAE,s_08DSG30 [20505],BASALT [20505],VOL,47.69962,2.59052,15.81871,,,11.96,9.98656,8.22648,0.17368,0.44608,2.8986,0.30451,,1.745,,,,,,,,,,,,,32.476,,300.154,200,,,55.555,128,63.596,122.909,23.778,,,,,7.458,359.566,33.716,186.816,18.012,,,,,,,,,,,,0.077,93.901,15.145,35.601,5.008,23.671,6.083,2.081,6.704,1.02,5.848,1.155,3.025,0.424,2.572,0.373,4.316,1.094,,,,,,,,,0.978,,1.068,0.34
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.292778,-90.83832,SAE,s_08DSG32 [20505],BASALT [20505],VOL,46.80174,2.43105,16.02112,,,11.88,9.46989,9.604,0.17733,0.49689,3.11296,0.35479,,1.899,,,,,,,,,,,,,34.863,,258.831,275,,,59.64,226.5,78.345,115.626,22.407,,,,,9.267,363.45,37.439,202.792,19.312,,,,,,,,,,,,0.087,102.279,16.267,38.451,5.299,24.616,6.248,2.147,6.782,1.07,6.352,1.277,3.484,0.501,3.13,0.467,4.578,1.177,,,,,,,,,1.163,,1.249,0.386
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.29016062,-90.83873414,SAE,s_08DSG33 [20505],BASALT [20505],VOL,46.5934,2.4953,16.00214,,,12.03,9.58479,9.36996,0.17709,0.48766,3.05941,0.34207,,1.987,,,,,,,,,,,,,37.085,,267.57,250,,,58.037,202,77.851,112.251,22.251,,,,,8.565,358.59,37.784,198.596,19.059,,,,,,,,,,,,0.089,100.034,15.627,37.636,5.09,24.1,6.154,2.127,6.799,1.076,6.414,1.299,3.528,0.508,3.172,0.479,4.661,1.19,,,,,,,,,1.078,,1.258,0.384
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.32198327,-90.78589998,SAE,s_08DSG35 [20505],BASALT [20505],VOL,46.67842,2.58989,15.644,,,12.01,9.99503,8.3389,0.17499,0.38757,2.73871,0.29754,,1.881,,,,,,,,,,,,,36.846,,308.023,210,,,57.157,137,66.791,120.831,23.819,,,,,6.409,353.731,35.163,187.322,18.219,,,,,,,,,,,,0.063,87.615,14.418,34.781,4.783,23.276,6.02,2.067,6.567,1.029,5.98,1.185,3.143,0.434,2.676,0.39,4.562,1.131,,,,,,,,,0.969,,1.111,0.355
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.3238666,-90.79096659,SAE,s_08DSG37 [20505],BASALT [20505],VOL,47.16023,2.60906,15.67524,,,11.82,10.11816,8.09769,0.17329,0.44592,2.92454,0.29989,,2.052,,,,,,,,,,,,,37.637,,316.464,231,,,55.984,126,69.48,121.075,24.332,,,,,6.986,366.136,35.18,189.395,18.235,,,,,,,,,,,,0.071,87.19,14.093,34.886,4.755,23.024,5.86,2.038,6.602,1.028,6.031,1.184,3.137,0.435,2.706,0.396,4.642,1.152,,,,,,,,,1.003,,1.147,0.362
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.27643173,-90.5898181,SAE,s_08DSG38 [20505],BASALT [20505],VOL,46.78241,1.26476,16.7165,,,10.23,12.06917,9.66687,0.17274,0.08546,2.37804,0.09876,,0.648,,,,,,,,,,,,,43.613,,306.988,316,,,56.881,186,101.63,78.312,18.027,,,,,1.042,194.767,26.434,66.054,3.077,,,,,,,,0.558,0.014,,,0.016,18.027,3.154,8.922,1.433,7.592,2.424,0.954,3.336,0.593,3.922,0.876,2.541,0.384,2.492,0.384,2.256,0.199,,,,,,,,,0.313,,0.127,0.041
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.27844205,-90.59401022,SAE,s_08DSG40 [20505],BASALT [20505],VOL,47.327,1.83912,16.81612,,,11.18,10.77389,8.70915,0.17646,0.21475,2.83473,0.19001,,1.387,,,,,,,,,,,,,32.685,,286.445,,,,56.834,,75.052,99.843,21.358,,,,,3.443,310.755,30.638,126.312,7.866,,,,,,,,,,,,0.037,45.361,7.727,20.436,2.998,14.884,4.097,1.547,5.076,0.825,5.136,1.053,2.919,0.424,2.663,0.397,2.938,0.496,,,,,,,,,0.667,,0.433,0.137
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.2781833,-90.58848328,SAE,s_08DSG41 [20505],BASALT [20505],VOL,47.56515,1.61669,17.02259,,,10.38,11.74612,8.87465,0.17228,0.1346,2.63415,0.15902,,1.111,,,,,,,,,,,,,36.525,,312.309,297.726,,,55.766,136.8,113.66,97.589,20.557,,,,,1.663,261.818,28.569,104.289,6.731,,,,,,,,,,,,0.018,33.357,6.111,16.251,2.426,12.124,3.439,1.297,4.282,0.706,4.416,0.941,2.666,0.388,2.481,0.371,2.354,0.408,,,,,,,,,0.784,,0.262,0.088
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.27749992,-90.58874999,SAE,s_08DSG42 [20505],BASALT [20505],VOL,47.00147,1.13604,16.69226,,,10.04,11.61618,10.36666,0.1733,0.07235,2.25739,0.0872,,0.646,,,,,,,,,,,,,38.551,,299.204,380,,,61.362,207,77.851,81.035,18.02,,,,,0.714,182.396,25.486,62.601,3.007,,,,,,,,0.506,0.016,,,0.008,17.608,3.189,8.935,1.421,7.463,2.406,0.926,3.302,0.577,3.798,0.847,2.486,0.375,2.456,0.375,1.592,0.191,,,,,,,,,0.291,,0.127,0.044
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.26779762,-90.57434636,SAE,s_08DSG43 [20505],BASALT [20505],VOL,46.71648,1.23734,16.89041,,,10.22,11.9827,9.89623,0.17252,0.0739,2.26568,0.09003,,0.69,,,,,,,,,,,,,42.96,,324.858,297,,,60.47,176,108.866,83.858,18.982,,,,,0.673,211.158,26.82,67.192,3.085,,,,,,,,0.592,0.01,,,0.012,19.933,3.226,9.294,1.485,7.881,2.542,1.014,3.522,0.613,4.042,0.902,2.607,0.393,2.566,0.39,1.662,0.197,,,,,,,,,0.31,,0.126,0.049
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.22845807,-90.73567302,SAE,s_08DSG46 [20505],BASALT [20505],VOL,47.28461,2.23898,16.24496,,,11.37,10.8721,7.45513,0.18242,0.29093,2.7638,0.24116,,0.55582822,,,,,,,,,,,,,33.32978689,,277.5600974,,,,53.54359102,,98.00251322,107.460103,20.76679235,,,,,4.698340746,324.9352351,33.69851159,158.6185752,11.74129377,,,,,,,,1.90134878,,,,5.97E-02,53.01177312,9.86307435,23.80726886,3.602710601,17.58566758,5.412049657,1.95357049,5.936996762,0.998279223,5.970069153,1.218769806,3.321975241,0.470788631,2.900950087,0.42292428,3.659569872,0.703295001,,,,,,,,,1.026217897,,0.754205523,0.246606835
